Superpixel,Sigma
0,0.40042928782365483
1,5.902030343717553
2,1.360892944926487
3,1.2914357705306265
4,0.8091348687128215
5,0.43848431408642763
6,0.6326800955725486
7,3.089863434908285
8,0.8121642022239711
9,0.9580285346990901
10,0.6795260168150657
11,0.5642521250051332
12,1.8294530977638521
13,4.702785272367364
14,4.181776855205235
15,3.9625773606000636
16,6.136997763887796
17,1.2266313445817463
18,0.5711224994953307
19,1.8845753120719102
20,1.5041046586373306
21,0.6072570052685795
22,1.0396826523327134
23,3.531079976952166
24,1.3430140494133047
25,1.8650730016228938
26,3.670052603718039
27,1.5090545126380037
28,1.2740714769316643
29,1.6493747800050376
30,1.7605901344754082
31,1.3154529422592824
32,1.142244998990668
33,1.1019723466846658
34,3.8095455480810423
35,1.156877064632189
36,0.747359776275094
37,0.5929220451807625
38,0.6397679664232699
39,0.6050393792253418
40,1.9587648441079235
41,0.5416408718517798
42,1.9654390534566415
43,2.6907604564667644
44,1.9721502095604897
45,0.7908792584527755
46,0.7746237778754185
47,1.430132622961824
48,1.5573063524558357
49,0.48208340545727696
50,0.5002594065241643
51,0.5002594065241602
52,0.9795309748308118
53,1.3000091691498503
54,0.45060164813101294
55,1.6501864874729548
56,9.94206539744434
57,0.3910441817365151
58,9.73325888153572
59,0.362374261560876
60,1.3170763571951156
61,1.3132353162160502
62,1.3733869937179601
63,9.641646777926578
64,0.7964233235608468
65,1.9726648114747043
66,2.04788354733916
67,1.1101107525828533
68,1.0300004406918755
69,0.3540979684953578
70,0.3827678886709885
71,0.23660645064217856
72,9.629566390637121
73,1.3976216618071289
74,1.7030327977636144
75,9.353897041122746
76,1.243183930712795
77,1.0159625861577528
78,0.6712497237495426
79,0.8375076833347624
80,9.333503414012641
81,8.078159486817217
82,1.1083281192606576
83,1.2680128099093586
84,8.966237576425252
85,1.4715140882894486
86,1.6683624885398387
87,1.7602134197285288
88,2.211785993713816
89,1.2454015567560266
90,1.482602218505611
91,2.525531700709983
92,1.4845227389951372
93,2.0647332390239126
