Superpixel,Sigma
0,1.371682599454405e-17
1,1.7756364233746661e-15
2,1.2502125901949601e-14
3,0.2840465829920928
4,0.4897654874153998
5,1.6679274958187962
6,1.2390457841800322
7,0.714254604012993
8,0.6524795115752654
9,0.6922375619670492
10,0.9448023876328712
11,0.6739819517069838
12,0.6000895252246686
13,0.6177509243773303
14,0.6709526181958333
15,0.7032460829900278
16,0.5454819128308497
17,0.9244087605227737
18,0.7247485231217564
19,1.7672430126050962
20,3.49361916179678
21,0.1853252773131989
22,0.6177509243773228
23,0.5168119926552007
24,1.3121265031944418
25,0.5349879937220918
26,0.6524795115752554
27,0.8935212143039086
28,0.5465907258524675
29,0.6419855924665118
30,1.3018588311017827e-15
31,0.6833670577941269
32,4.5238337389694125e-15
33,0.8561400083417094
34,4.389384318254018e-16
35,1.5233894727258182
36,11.373821435342004
37,11.44955477312066
38,1.3821778886976892
39,0.3540979684953542
40,1.0639173204218852
41,13.867319830056362
42,9.792338692771137
43,0.6855846838373706
44,0.7225308970785159
45,0.5793987925608587
46,1.0059832689632222
47,0.5824281260720108
48,2.6802575437298137e-31
49,2.2804223215929077e-16
50,4.423676383240378e-16
51,12.226163065142686
52,0.5046946586106248
53,0.4550369002174772
54,11.719961547544543
55,0.11305626576671172
56,11.302841786422496
57,14.077988588480345
58,1.8587172290468965
59,0.564252125005119
60,11.729845640009787
61,0.5201384317200588
62,12.949478622787181
63,0.7093047500123141
64,13.52573152588858
65,0.957513932784868
66,4.385875980648786e-31
67,2.0575238991815758e-17
68,0.0165525861310491
69,1.3695525059092656e-15
70,0.6298682584219106
71,11.777200447483608
72,0.6177509243773375
73,1.0529087993989161
74,0.6171567132699324
75,0.4569574207070148
76,12.159612952626743
77,0.4219317279553787
78,14.906598720740268
79,13.311778990837794
80,1.0413060672685515
81,0.4147642479114772
82,17.509355002680312
83,0.5206530336342817
84,6.674956813146868
85,1.1535506255673456
86,0.5846457521152403
87,4.385875980648786e-31
88,0.06783375946002816
89,3.4141397583384376e-15
90,5.143809747953927e-18
91,0.38498551471422
92,12.779820330626853
93,0.7228280026322232
94,0.6792289112613702
95,0.9985982925587953
96,11.311611350183215
97,14.632675057792952
98,4.023296858721792e-15
99,15.63036070247162
100,0.870315750043163
101,0.6588352841512565
102,0.47543052732759244
103,15.076485940626943
104,4.385875980648786e-31
105,0.44070194012965586
106,0.5857545651368463
107,3.898556427243365e-31
108,8.778768636508036e-16
109,0.9591373477206991
110,9.430317871248915e-18
111,0.32926908929878035
112,3.1681115042838854
113,1.4709994863752331
114,0.2923228760576203
115,12.036519091691332
116,3.991029784415184
117,0.550728872385215
118,0.8698011481289386
119,0.7594771103196751
120,1.7606484124495585
121,0.7647240698740702
122,2.4019815158345184
123,4.385875980648786e-31
124,3.103763416671307e-15
125,4.385875980648786e-31
126,0.5385319291474487
127,0.5372056197653176
128,4.385875980648786e-31
129,14.72551824605493
130,4.385875980648786e-31
131,0.5725284180706579
132,0.4806774868819641
133,17.333574049840625
134,0.4467606071519518
135,0.747062670721386
136,1.23934288973373
137,1.4527438761151723
138,1.2829419811045801
139,1.7056184369189723e-31
140,0.8378047888884605
141,4.385875980648786e-31
142,0.9161324674572514
143,4.385875980648786e-31
144,0.627947737932387
145,8.055269999828466e-16
146,0.5658755399409686
147,1.8716552143334557e-15
148,0.9094795893275581
149,0.6320858844651523
150,1.2920299816380225
151,1.1262866239670155
152,0.479568673860349
153,4.912149052628242
154,0.022611253153347197
155,0.7255602305896572
156,1.7056184369189723e-31
157,4.385875980648786e-31
158,1.268012809909362
159,4.385875980648786e-31
160,0.594030858202375
161,4.214447034746292
162,0.46715423426207064
163,4.385875980648786e-31
164,4.385875980648786e-31
165,0.773812070407498
166,0.9056385483484807
167,0.4136554348898584
168,0.4693718603052977
169,1.418906605578333
170,0.3849855147142203
171,0.6185626318452504
172,0.6968903104140344
173,0.8659601071498887
174,0.5394232458085588
175,1.7056184369189723e-31
176,0.8231727232469533
177,3.7942598962619876e-15
178,1.7056184369189723e-31
179,0.6279477379323964
180,4.385875980648786e-31
181,5.143809747953927e-18
182,3.4292064986360492e-18
183,1.093181451704922
184,2.169375324557756
185,0.541046660744382
186,1.2125934900476258
187,2.9320992647491013
188,0.6618646176624136
189,0.5763694590497128
190,1.0992401187272087
191,0.15443773109433376
192,0.6362240309979201
193,4.385875980648786e-31
194,3.429206498636244e-18
195,0.5973572972672313
196,0.7131457909913829
197,4.385875980648786e-31
198,0.6690320977063094
199,5.143809747953976e-18
200,3.918601554482326
201,7.639347106703532e-16
202,4.385875980648786e-31
