Superpixel,Sigma
0,0.35188034245211824
1,0.339763008407533
2,0.33370434138523714
3,0.3232104222764866
4,0.3736798881375513
5,0.38165907564937357
6,0.3662153025399449
7,0.3088754621886653
8,0.3458216754298218
9,0.3254280483197105
10,0.3645918876041048
11,0.3684329285831786
12,0.36843292858317095
13,0.42193172795537165
14,0.35409796849535374
15,0.3623742615608776
16,0.35904782249602585
17,0.3849855147142158
18,0.43545498057528104
19,0.4219317279553754
20,0.3552067815169699
21,0.3962911412908921
22,0.49198311345863527
23,0.3744915956054688
24,0.3767092216486878
25,0.36237426156087227
26,0.362374261560866
27,0.35188034245211774
28,0.5104562200792145
29,0.47764815337082084
30,0.32099279623325505
31,0.34582167542982445
32,0.3397630084075339
33,0.44676060715194765
34,0.7647240698740578
35,0.4550369002174702
36,0.3292690892987762
37,0.3849855147142109
38,10.586247284735045
39,3.4577021523840585
40,6.056017466554747
41,1.0501765714414615
42,0.3778180346703184
43,8.928559264909351
44,0.3458216754298271
45,0.5341762862541778
46,0.47018356777321263
47,6.202773115690956
48,12.924634128054498
49,5.162634139418181
50,4.411592540550383
51,5.8039089648289774
52,0.43242564706413456
53,0.4015381008452729
54,6.650127933950299
55,8.075825304825669
56,6.272962388361541
57,12.15271134706431
58,7.465162251299074
59,10.816795068354937
60,6.005765497054199
61,7.796489748254715
62,2.2966073320259306
63,2.6067294944035457
64,11.732948867031205
65,10.893085670485865
66,10.551619637949322
67,1.7803895504781118
68,1.400948100871969
69,1.372278180696337
70,8.221573081352462
71,0.7413011092528028
72,0.8747510021296234
73,0.706275416501164
74,0.6825553503262108
75,0.7037606849042494
76,0.8543573750195109
77,0.8292313902692393
78,0.9078561743917244
79,1.2051289044500113
80,0.9508610546551809
81,0.7840088839625531
82,0.7556360693406253
83,0.7887412416027143
84,0.7296983771224324
85,0.8709099611505566
86,0.559816872918662
